Fri Jan  7 22:05:01 2022    output.dat

         9052155 function calls (8694985 primitive calls) in 48.670 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      744    0.002    0.000    0.023    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:409(expect_node)
     2216    0.002    0.000    0.005    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\resolver.py:348(versioned_resolver)
      828    0.002    0.000    0.045    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:251(emit)
5570/2810    0.002    0.000    0.087    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:333(_iterencode_dict)
1473/1449    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     2651    0.002    0.000    0.002    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:189(selectedVertex)
     3963    0.002    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\fromnumeric.py:2155(_sum_dispatcher)
      420    0.002    0.000    0.004    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:1629(scan_plain_spaces)
       46    0.002    0.000    2.545    0.055 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:428(mouseReleaseEvent)
     1518    0.002    0.000    0.002    0.000 {built-in method addRect}
     1873    0.002    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\reader.py:181(get_mark)
      645    0.002    0.000    0.002    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:111(addPoint)
        1    0.002    0.002    0.004    0.004 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:31(__init__)
       38    0.002    0.000    0.320    0.008 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:121(storeShapes)
       48    0.002    0.000    4.294    0.089 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:363(mousePressEvent)
     5038    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\numeric.py:1475(_cross_dispatcher)
      947    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:92(shape_type)
      123    0.001    0.000    0.001    0.000 {built-in method documentLayout}
        3    0.001    0.000    0.136    0.045 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\label_file.py:151(_check_image_height_and_width)
        3    0.001    0.000    0.012    0.004 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\ImageFile.py:145(load)
     1384    0.001    0.000    0.105    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:141(check_event)
      437    0.001    0.000    0.016    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\composer.py:147(compose_scalar_node)
      248    0.001    0.000    0.001    0.000 {built-in method setEnabled}
      291    0.001    0.000    0.010    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:781(check_simple_key)
      443    0.001    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:368(save_possible_simple_key)
       80    0.001    0.000    0.001    0.000 {built-in method setDefaultAction}
    744/3    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\serializer.py:121(anchor_node)
     6104    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\fromnumeric.py:3253(_around_dispatcher)
      194    0.001    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:623(fetch_value)
      956    0.001    0.000    0.008    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:1805(peek_token)
     1515    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:329(highlightClear)
      545    0.001    0.000    0.009    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:163(get_event)
      194    0.001    0.000    0.056    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:625(parse_block_mapping_value)
      672    0.001    0.000    0.005    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:871(choose_scalar_style)
       41    0.001    0.000    0.026    0.001 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:772(wheelEvent)
     2810    0.001    0.000    0.088    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:413(_iterencode)
        3    0.001    0.000    0.043    0.014 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:661(__array__)
     1168    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\reader.py:143(prefix)
     2904    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\serializer.py:72(resolver)
      672    0.001    0.000    0.010    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:906(process_scalar)
    744/3    0.001    0.000    0.010    0.003 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:86(represent_data)
     1420    0.001    0.000    0.001    0.000 {built-in method itemAt}
      672    0.001    0.000    0.013    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:491(expect_scalar)
     36/3    0.001    0.000    0.010    0.003 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:815(represent_mapping)
     1656    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:263(need_more_events)
      744    0.001    0.000    0.007    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:829(process_tag)
       18    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      937    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:1978(scan_line_break)
    54/10    0.001    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:493(_parse)
        1    0.001    0.001    0.002    0.002 {built-in method _imp.create_dynamic}
     2414    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\composer.py:38(parser)
        8    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
      123    0.001    0.000    0.001    0.000 {built-in method setColor}
     1986    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\encodings\cp1252.py:18(encode)
      327    0.001    0.000    0.022    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:698(expect_block_mapping_key)
      485    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:117(canAddPoint)
     1263    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:342(__setitem__)
     1109    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\events.py:164(__init__)
      744    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:528(ignore_aliases)
      218    0.001    0.000    0.027    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:596(parse_block_mapping_key)
     3909    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
     1383    0.001    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\compat.py:55(_F)
      988    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:223(floatstr)
        3    0.001    0.000    0.165    0.055 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\label_file.py:36(__init__)
     3963    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      254    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:767(minimumSizeHint)
      652    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      506    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\copyreg.py:100(__newobj__)
      744    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:291(increase_indent)
      979    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:318(highlightVertex)
      372    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:124(splitdrive)
        1    0.001    0.001    0.059    0.059 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\json\__init__.py:274(load)
     1109    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\nodes.py:85(__init__)
      492    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:1267(write_indicator)
     1373    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\events.py:21(__init__)
     1229    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\nodes.py:14(__init__)
     1229    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\events.py:76(__init__)
       47    0.001    0.000    0.018    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\utils\qt.py:28(newAction)
     24/2    0.001    0.000    0.006    0.003 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:1396(construct_mapping)
     1873    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\error.py:28(__init__)
      672    0.001    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:144(represent_scalar)
      630    0.001    0.000    0.004    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\util.py:38(__getattribute__)
      516    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      740    0.001    0.000    0.001    0.000 {built-in method widget}
     1620    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:134(resolver)
      418    0.001    0.000    0.023    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:745(fetch_plain)
     2948    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
  485/119    0.001    0.000    0.005    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:138(construct_object)
       10    0.001    0.000    0.001    0.000 {built-in method io.open_code}
  485/119    0.001    0.000    0.005    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:162(construct_non_recursive_object)
       40    0.001    0.000    0.001    0.000 {built-in method setWindowTitle}
     24/2    0.001    0.000    0.127    0.064 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\composer.py:199(compose_mapping_node)
        5    0.001    0.000    0.001    0.000 {built-in method setValue}
       35    0.001    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:964(setDirty)
       25    0.001    0.000    0.001    0.000 {built-in method setShortcut}
      132    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:77(join)
        9    0.001    0.000    0.001    0.000 {built-in method setLayout}
        1    0.001    0.001    0.001    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\collections\__init__.py:328(namedtuple)
      396    0.001    0.000    0.006    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:835(move_token_comment)
     1986    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_encode}
      744    0.001    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:233(ignore_aliases)
      291    0.001    0.000    0.011    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:730(expect_block_mapping_simple_value)
      321    0.001    0.000    0.001    0.000 {function ZoomWidget.minimumSizeHint at 0x000001D6FC0B35B0}
